Landing Page,Month of Year,Sessions,New Users,Bounces,Pageviews,Avg. Session Duration,Transactions
/info/volume13,201702,"1,202",631,220,"6,419",0:05:12,1
/info/volume13,201710,"1,448",804,235,"7,544",0:05:05,4
/info/volume13,201705,"1,471",755,207,"8,620",0:06:15,1
/info/volume13,201706,"1,626",836,243,"9,821",0:06:24,5
/info/volume13,201701,"1,657",932,350,"8,484",0:05:21,2
/info/volume13,201709,"2,018","1,064",306,"11,583",0:05:43,4
/info/volume13,201707,"2,308","1,192",338,"13,525",0:06:13,7
/info/volume13,201708,"2,664","1,407",401,"15,025",0:05:33,3
/info/volume14,201705,849,406,114,"5,366",0:07:29,4
/info/volume14,201709,978,444,116,"6,357",0:07:34,3
/info/volume14,201706,"1,166",571,162,"7,008",0:06:38,0
/info/volume14,201708,"1,183",543,165,"7,169",0:06:41,3
/info/volume14,201707,"1,586",787,246,"9,579",0:06:32,2
/info/volume15,201710,803,489,234,"3,895",0:05:10,2
/info/volume16,201706,"4,392","1,856",883,"25,825",0:05:40,6
/info/volume16,201707,"5,414","2,434","1,094","30,427",0:05:25,5
/info/volume16,201703,"6,272","3,020","2,210","31,799",0:04:34,3
/info/volume16,201702,"6,692","3,420","2,996","29,846",0:03:53,2
/info/volume16,201708,"7,051","3,661","1,447","41,107",0:05:45,1
/info/volume16,201704,"8,626","4,662","4,276","36,229",0:03:35,2
/info/volume16,201709,"8,883","4,971","1,834","50,189",0:05:18,6
/info/volume16,201710,"9,415","4,803","2,123","52,065",0:04:36,8
/info/volume16,201705,"9,671","4,387","2,541","53,674",0:05:01,11
/info/volume16,201701,"10,773","5,971","4,775","46,863",0:04:00,6
/info/volume16/version1,201709,"1,059",315,173,"6,333",0:05:27,1
/info/volume17,201702,843,411,303,"4,316",0:06:36,3
/info/volume17,201701,"2,168","1,249",981,"9,518",0:05:18,6
/info/volume18,201710,"9,053","3,582",960,"68,441",0:07:57,14
/info/volume18,201709,"9,624","3,669",928,"74,297",0:07:55,15
/info/volume18,201708,"14,307","5,400","1,647","107,303",0:07:15,13
/info/volume18,201705,"15,389","5,371","1,733","117,418",0:07:25,19
/info/volume18,201706,"18,518","6,591","2,065","136,292",0:07:15,13
/info/volume19,201709,836,562,318,"3,093",0:03:07,1
/info/volume19,201702,902,564,405,"3,437",0:03:15,2
/info/volume19,201703,975,645,358,"3,910",0:03:39,4
/info/volume19,201704,"1,004",643,336,"4,126",0:03:44,0
/info/volume19,201708,"1,021",648,392,"4,033",0:03:43,2
/info/volume19,201706,"1,196",743,437,"4,760",0:03:56,0
/info/volume19,201705,"1,247",822,451,"5,113",0:03:33,2
/info/volume19,201707,"1,337",853,509,"5,268",0:03:30,0
/info/volume19,201701,"1,935","1,239",914,"6,714",0:02:52,1
/info/volume2,201710,"5,117","2,494",998,"27,222",0:05:33,4
/info/volume2,201702,"5,933","2,596",995,"36,429",0:06:07,6
/info/volume2,201709,"6,618","3,019","1,094","35,737",0:05:29,4
/info/volume2,201701,"7,282","3,267","1,145","43,474",0:06:05,8
/info/volume2,201703,"7,304","3,277",969,"43,897",0:06:03,11
/info/volume2,201704,"9,308","4,251","1,272","56,500",0:06:10,7
/info/volume2,201708,"9,631","4,352","1,389","54,800",0:05:43,9
/info/volume2,201705,"11,423","4,960","1,507","68,195",0:06:11,15
/info/volume2,201706,"11,710","5,220","1,660","65,810",0:05:49,10
/info/volume2,201707,"12,761","5,654","1,795","72,865",0:05:59,17
/info/volume20,201710,"3,182","1,943","1,086","14,224",0:04:05,1
/info/volume20,201709,"3,334","1,954","1,102","14,936",0:04:14,4
/info/volume20,201708,"4,726","2,580","1,593","20,133",0:03:38,1
/info/volume20,201705,"7,719","4,108","2,398","37,746",0:04:32,5
/info/volume20,201703,"7,732","4,272","2,553","37,423",0:04:30,12
/info/volume20,201702,"7,884","4,152","2,801","38,789",0:04:36,9
/info/volume20,201706,"8,455","4,474","2,580","40,922",0:04:21,8
/info/volume20,201707,"8,500","4,435","2,696","39,440",0:03:59,11
/info/volume20,201701,"16,519","9,015","5,641","83,091",0:04:54,12
/info/volume21,201709,842,632,333,"3,174",0:03:10,1
/info/volume21,201704,847,650,317,"3,354",0:03:34,0
/info/volume21,201703,854,634,301,"3,749",0:04:06,0
/info/volume21,201705,938,726,341,"4,005",0:03:51,0
/info/volume21,201708,"1,027",765,371,"4,159",0:03:32,2
/info/volume21,201706,"1,041",765,378,"4,289",0:03:36,0
/info/volume21,201701,"1,084",791,417,"4,195",0:03:28,0
/info/volume21,201707,"1,108",825,370,"4,687",0:03:39,0
/info/volume22,201703,941,605,229,"4,244",0:04:00,1
/info/volume22,201704,"1,028",697,268,"4,739",0:04:17,0
/info/volume22,201709,"1,386",923,439,"5,877",0:03:56,1
/info/volume22,201708,"1,393",909,393,"5,976",0:03:54,0
/info/volume22,201705,"1,409",867,354,"5,988",0:03:43,0
/info/volume22,201702,"1,490",943,440,"6,273",0:03:50,1
/info/volume22,201706,"1,637","1,055",510,"6,663",0:03:53,0
/info/volume22,201710,"1,841","1,317",778,"6,591",0:02:58,0
/info/volume22,201707,"1,878","1,203",612,"7,737",0:03:37,0
/info/volume22,201701,"2,317","1,465",646,"10,403",0:04:18,1
/info/volume23,201709,797,439,320,"2,981",0:03:20,0
/info/volume23,201705,840,400,247,"4,049",0:03:41,0
/info/volume23,201701,864,421,237,"4,830",0:04:45,0
/info/volume23,201706,873,408,255,"4,321",0:04:10,0
/info/volume23,201710,962,472,353,"4,021",0:03:38,1
/info/volume23,201708,"1,024",498,353,"3,912",0:03:16,0
/info/volume23,201707,"1,179",541,407,"5,117",0:03:28,0
/info/volume24,201710,"4,133","2,498","1,305","18,516",0:04:20,2
/info/volume24,201702,"4,533","2,686","1,217","23,526",0:04:49,0
/info/volume24,201709,"4,652","2,737","1,326","22,050",0:04:47,4
/info/volume24,201701,"5,950","3,623","1,613","30,702",0:04:49,2
/info/volume24,201703,"6,174","3,607","1,424","34,142",0:05:08,1
/info/volume24,201708,"6,678","3,864","1,671","34,125",0:05:13,3
/info/volume24,201704,"7,248","4,246","1,645","41,893",0:05:31,2
/info/volume24,201706,"7,779","4,346","1,763","40,606",0:05:14,5
/info/volume24,201705,"8,610","4,755","1,848","46,752",0:05:30,5
/info/volume24,201707,"9,510","5,434","2,217","49,072",0:05:15,5
/info/volume25,201710,"2,562","1,609","1,224","9,121",0:03:02,1
/info/volume25,201709,"2,789","1,769","1,193","11,128",0:03:34,1
/info/volume25,201702,"3,555","2,021","1,507","15,500",0:03:41,1
/info/volume25,201704,"4,068","2,469","1,496","19,323",0:04:19,2
/info/volume25,201703,"4,144","2,479","1,537","19,767",0:04:10,2
/info/volume25,201708,"4,266","2,537","1,793","16,851",0:03:24,0
/info/volume25,201705,"4,457","2,592","1,625","20,725",0:04:17,3
/info/volume25,201706,"4,946","2,841","1,832","21,861",0:04:12,3
/info/volume25,201701,"5,572","3,222","2,321","25,297",0:04:05,4
/info/volume25,201707,"5,723","3,267","2,214","24,552",0:03:35,2
/info/volume26,201710,"4,814","1,250",638,"38,127",0:08:28,34
/info/volume26,201709,"7,799","2,134",762,"65,668",0:09:52,55
/info/volume26,201704,"9,916","2,544","1,398","89,343",0:10:08,69
/info/volume26,201703,"14,481","4,140","2,860","114,255",0:08:40,80
/info/volume26,201708,"14,520","4,180","1,639","125,308",0:09:50,77
/info/volume26,201705,"49,404","16,913","9,678","328,537",0:06:39,125
/info/volume26,201706,"55,366","17,808","9,329","366,523",0:06:44,139
/info/volume26,201707,"60,774","20,412","10,259","402,324",0:06:33,170
/info/volume26,201702,"60,896","23,411","18,056","353,806",0:06:01,166
/info/volume26,201701,"72,018","27,509","20,835","431,388",0:06:34,306
/info/volume27,201709,"4,026","1,935",711,"23,069",0:06:33,7
/info/volume27,201710,"4,510","2,100",845,"25,346",0:06:04,6
/info/volume27,201703,"5,161","2,515",893,"31,121",0:06:53,10
/info/volume27,201704,"6,022","2,963","1,100","36,794",0:06:49,12
/info/volume27,201702,"6,046","2,970","1,567","32,165",0:06:04,11
/info/volume27,201708,"6,200","2,836",996,"35,836",0:06:08,3
/info/volume27,201705,"8,115","3,865","1,445","48,284",0:06:35,15
/info/volume27,201706,"8,523","3,780","1,480","49,007",0:06:11,14
/info/volume27,201707,"8,818","3,796","1,482","50,880",0:06:03,13
/info/volume27,201701,"11,115","5,557","2,934","59,576",0:06:06,29
/info/volume28,201710,"9,206","4,936","2,230","47,595",0:04:44,10
/info/volume28,201709,"11,102","6,054","2,759","58,952",0:05:19,10
/info/volume28,201702,"11,308","6,745","3,738","56,427",0:04:56,9
/info/volume28,201703,"12,954","7,929","3,448","69,822",0:05:17,12
/info/volume28,201701,"13,892","8,459","5,004","63,903",0:04:32,18
/info/volume28,201704,"14,270","8,702","3,831","77,914",0:05:14,15
/info/volume28,201706,"16,720","9,883","4,449","85,941",0:05:03,16
/info/volume28,201705,"17,758","10,513","4,574","92,874",0:05:07,20
/info/volume28,201708,"19,415","10,527","4,809","101,346",0:04:52,11
/info/volume28,201707,"22,448","12,349","5,695","114,709",0:04:47,14
/info/volume29,201701,"1,287",734,267,"6,860",0:05:40,0
/info/volume29,201702,"1,531",910,360,"7,456",0:04:41,0
/info/volume29,201704,"2,065","1,280",388,"11,481",0:05:48,1
/info/volume29,201709,"3,051","1,826",627,"15,377",0:05:02,6
/info/volume29,201705,"3,092","1,935",619,"15,800",0:05:09,2
/info/volume29,201710,"3,170","1,978",740,"14,519",0:04:24,2
/info/volume29,201706,"3,918","2,376",759,"19,747",0:05:08,6
/info/volume29,201708,"4,705",Null,944,"24,137",0:04:56,5
/info/volume29,201707,"5,172","3,004","1,015","25,498",0:04:42,1
/info/volume3,201708,"3,287","1,405",755,"15,449",0:04:52,5
/info/volume30,201706,818,484,365,"3,215",0:02:59,0
/info/volume30,201703,885,533,369,"3,655",0:03:44,2
/info/volume30,201710,"1,003",589,418,"3,701",0:03:04,2
/info/volume30,201708,"1,299",703,510,"5,001",0:03:08,0
/info/volume30,201707,"1,740",970,712,"7,221",0:03:23,1
/info/volume31,201704,"2,733","1,541","1,866","7,980",0:02:17,0
/info/volume31,201702,"2,734","1,207","1,841","8,065",0:02:32,1
/info/volume31,201703,"3,638","1,835","1,785","14,952",0:03:32,3
/info/volume31,201701,"10,186","4,322","4,372","43,800",0:04:22,21
/info/volume32,201709,"4,056","2,296",777,"23,646",0:06:05,7
/info/volume32,201710,"7,923","3,947","1,329","48,093",0:06:23,14
/info/volume32,201708,"14,021","7,012","2,204","82,864",0:05:02,12
/info/volume32,201707,"24,339","11,813","4,023","149,685",0:06:02,24
/info/volume32,201706,"31,932","15,475","5,320","191,911",0:06:01,27
/info/volume32,201703,"32,263","16,736","6,001","199,063",0:06:10,36
/info/volume32,201702,"33,001","17,033","8,257","192,066",0:05:54,36
/info/volume32,201704,"35,804","18,165","6,592","225,923",0:06:16,43
/info/volume32,201705,"37,035","18,634","6,185","232,950",0:06:12,43
/info/volume32,201701,"54,750","28,942","13,852","314,813",0:05:59,59
/info/volume33,201704,834,533,235,"3,945",0:04:33,0
/info/volume33,201709,988,685,349,"4,051",0:04:20,1
/info/volume33,201705,"1,059",717,353,"4,808",0:04:33,0
/info/volume33,201706,"1,182",754,370,"5,650",0:04:40,0
/info/volume33,201708,"1,373",880,419,"5,931",0:04:10,0
/info/volume33,201707,"1,501",937,467,"6,890",0:04:43,3
/info/volume34,201704,"7,677","4,033","1,995","39,997",0:05:01,7
/info/volume34,201705,"10,298","5,553","2,563","52,726",0:04:50,10
/info/volume34,201702,"13,183","7,159","4,370","61,301",0:04:15,4
/info/volume34,201703,"13,760","6,113","3,033","74,442",0:05:14,21
/info/volume34,201706,"14,593","7,889","3,889","69,900",0:04:29,9
/info/volume34,201707,"22,555","12,142","6,288","106,009",0:04:37,26
/info/volume34,201708,"32,585","17,594","9,179","153,801",0:04:38,29
/info/volume34,201709,"38,762","22,678","12,908","169,002",0:04:09,51
/info/volume34,201701,"40,777","23,586","13,599","183,089",0:04:18,28
/info/volume34,201710,"50,883","29,351","15,021","232,535",0:04:14,47
/info/volume4,201710,"5,903","2,853","1,017","39,196",0:06:44,19
/info/volume4,201709,"7,521","3,623","1,230","50,466",0:07:16,22
/info/volume4,201708,"12,574","5,744","1,944","88,018",0:07:28,36
/info/volume4,201704,"16,090","7,633","2,431","119,871",0:07:56,69
/info/volume4,201703,"16,371","7,856","2,497","121,309",0:07:56,70
/info/volume4,201706,"18,027","8,392","3,018","118,978",0:07:10,73
/info/volume4,201707,"18,516","8,309","2,755","131,093",0:07:25,59
/info/volume4,201705,"19,038","8,985","2,998","137,074",0:07:46,74
/info/volume4,201701,"27,621","13,992","7,303","164,069",0:06:31,89
/info/volume4,201702,"31,392","15,246","12,142","151,309",0:04:58,90
/info/volume5,201702,"3,672","2,047","1,108","17,809",0:04:22,2
/info/volume5,201703,"5,500","3,016","1,454","27,170",0:04:17,3
/info/volume5,201704,"6,317","3,625","1,695","31,522",0:04:36,4
/info/volume5,201705,"7,928","4,461","2,024","40,354",0:04:42,8
/info/volume5,201706,"9,817","5,410","2,508","48,496",0:04:30,9
/info/volume5,201701,"11,729","7,010","3,668","55,713",0:04:13,4
/info/volume5,201707,"15,484","8,722","4,181","74,788",0:04:29,13
/info/volume5,201708,"21,029","12,404","5,882","99,677",0:04:27,13
/info/volume5,201709,"25,690","15,233","7,057","122,284",0:04:27,8
/info/volume5,201710,"30,091","17,851","7,938","142,330",0:04:12,17
/info/volume6,201709,805,477,410,"2,689",0:03:03,1
/info/volume6,201702,"1,243",834,739,"3,766",0:02:45,0
/info/volume6,201708,"1,426",891,745,"4,877",0:03:17,1
/info/volume6,201701,"1,550","1,063",928,"4,588",0:02:53,2
/info/volume6,201703,"1,716","1,182",979,"5,423",0:02:41,3
/info/volume6,201706,"2,207","1,485","1,200","7,062",0:02:57,0
/info/volume6,201704,"2,282","1,625","1,316","7,576",0:03:00,1
/info/volume6,201707,"2,284","1,430","1,153","8,245",0:03:16,0
/info/volume6,201705,"2,636","1,800","1,477","8,778",0:03:05,0
/info/volume7,201710,"6,021","3,833","2,250","25,168",0:03:47,1
/info/volume7,201709,"6,562","3,831","2,469","28,610",0:03:51,2
/info/volume7,201708,"8,912","5,240","3,382","37,876",0:03:53,5
/info/volume7,201703,"10,912","6,511","3,580","54,124",0:04:33,9
/info/volume7,201704,"12,384","7,196","3,850","61,796",0:04:28,15
/info/volume7,201702,"13,386","7,067","4,251","69,072",0:04:40,9
/info/volume7,201707,"16,822","9,545","5,376","75,363",0:03:58,14
/info/volume7,201706,"20,331","11,324","6,085","93,116",0:04:09,6
/info/volume7,201705,"20,720","11,240","5,768","102,771",0:04:31,23
/info/volume7,201701,"27,393","14,004","9,344","126,282",0:04:22,17
/info/volume8,201710,839,541,271,"4,438",0:06:22,1
/info/volume8,201709,"1,000",611,318,"5,000",0:05:44,0
/info/volume8,201706,"1,038",669,391,"4,837",0:05:16,0
/info/volume8,201708,"1,679","1,042",600,"7,807",0:05:00,2
/info/volume8,201707,"1,913","1,200",717,"9,048",0:05:05,0
/info/volume9,201709,878,558,305,"4,206",0:05:05,2
/info/volume9,201710,"2,384","1,588",958,"10,609",0:04:18,0
/info/volume9,201704,"12,415","8,061","4,810","54,626",0:03:14,2
/info/volume9,201701,"15,674","10,208","5,757","76,176",0:04:51,20
/info/volume9,201702,"16,740","10,896","6,318","82,361",0:04:38,12
/info/volume9,201703,"27,476","17,414","10,051","130,236",0:04:10,26
/product,201710,"2,225","1,006",480,"10,613",0:05:03,6
/product,201709,"3,195","1,347",542,"16,358",0:05:54,20
/product,201703,"3,475","1,661","1,035","16,680",0:05:21,10
/product,201705,"4,797","2,020","1,015","24,896",0:05:57,13
/product,201708,"4,832","2,087",892,"25,271",0:05:57,26
/product,201706,"4,902","2,122","1,059","23,628",0:05:21,18
/product,201707,"5,706","2,402","1,141","29,101",0:05:44,23
/product,201702,"5,881","2,562","2,449","23,818",0:04:06,13
/product,201704,"6,251","2,500","1,020","34,443",0:06:23,33
/product,201701,"7,817","3,776","3,369","31,112",0:04:03,18
/product/country1/region1/resort1/skew1,201706,845,477,273,"3,296",0:03:26,2
/product/country1/region1/resort1/skew1,201707,924,482,270,"3,788",0:03:08,3
/product/country1/region1/resort1/skew1,201708,931,473,279,"3,677",0:02:52,1
/product/country1/region1/resort1/skew1,201701,"1,896",978,541,"8,722",0:04:24,4
/product/country1/region1/resort2/skew1,201708,841,444,399,"2,666",0:02:07,0
/product/country1/region1/resort2/skew2,201710,790,460,299,"3,310",0:03:17,1
/product/country1/region1/resort2/skew2,201709,"1,351",741,498,"5,958",0:03:29,4
/product/country1/region1/resort2/skew2,201703,"1,472",687,580,"6,374",0:03:50,8
/product/country1/region1/resort2/skew2,201708,"1,657",904,547,"6,893",0:03:08,8
/product/country1/region1/resort2/skew2,201704,"1,806",971,919,"6,610",0:03:24,16
/product/country1/region1/resort2/skew2,201702,"1,815",803,720,"7,442",0:04:02,12
/product/country1/region1/resort2/skew2,201705,"2,077","1,050",775,"9,180",0:04:03,11
/product/country1/region1/resort2/skew2,201707,"2,313","1,155",731,"10,686",0:03:47,16
/product/country1/region1/resort2/skew2,201706,"2,636","1,305",924,"12,126",0:04:12,22
/product/country1/region1/resort2/skew2,201701,"4,212","2,051","1,908","16,932",0:03:53,23
/product/country1/region1/resort3/skew1,201701,800,380,268,"3,368",0:03:52,1
/product/country1/region1/resort3/skew1,201708,991,576,534,"2,874",0:01:52,0
/product/country1/region1/resort3/skew2,201709,863,396,321,"3,340",0:02:42,0
/product/country1/region1/resort3/skew2,201701,876,444,343,"3,355",0:03:34,0
/product/country1/region1/resort3/skew2,201706,902,425,354,"3,265",0:02:52,0
/product/country1/region1/resort3/skew2,201705,956,447,372,"3,384",0:02:57,0
/product/country1/region1/resort3/skew2,201708,"1,386",665,556,"5,239",0:02:43,0
/product/country1/region1/resort3/skew2,201707,"1,416",668,Null,"5,409",0:02:57,0
/product/country1/region1/skew1,201707,880,416,279,"3,194",0:03:01,0
/product/country1/region2/resort1/skew1,201710,"3,398","1,345",951,"19,063",0:04:35,15
/product/country1/region2/resort1/skew1,201709,"5,859","2,217","1,650","31,404",0:04:24,18
/product/country1/region2/resort1/skew1,201703,"5,886","2,226","1,441","33,197",0:05:07,28
/product/country1/region2/resort1/skew1,201704,"7,484","3,284","2,002","40,563",0:04:54,30
/product/country1/region2/resort1/skew1,201702,"8,390","2,996","2,344","45,726",0:04:49,23
/product/country1/region2/resort1/skew1,201705,"10,714","4,103","3,213","54,213",0:04:34,38
/product/country1/region2/resort1/skew1,201707,"10,972","4,031","3,083","59,359",0:04:30,36
/product/country1/region2/resort1/skew1,201706,"13,425","5,229","4,104","66,588",0:04:14,36
/product/country1/region2/resort1/skew1,201701,"15,798","7,122","4,861","79,148",0:04:40,39
/product/country1/region2/resort1/skew1,201708,"16,914","6,171","4,315","83,893",0:03:47,24
/product/country1/region2/resort1/skew2,201701,810,349,190,"3,394",0:04:51,1
/product/country1/region2/resort1/skew2,201704,815,350,221,"3,382",0:04:09,1
/product/country1/region2/resort1/skew2,201703,826,333,232,"3,610",0:04:26,1
/product/country1/region2/resort1/skew2,201707,914,374,231,"3,811",0:04:04,0
/product/country1/region2/resort1/skew2,201706,928,371,211,"3,740",0:04:00,1
/product/country1/region2/resort1/skew2,201705,"1,104",484,284,"4,471",0:03:49,0
/product/country1/region2/resort10/skew1,201707,794,322,471,"2,223",0:02:36,0
/product/country1/region2/resort10/skew1,201706,"1,394",468,789,"4,252",0:03:01,2
/product/country1/region2/resort11/skew1,201703,790,371,303,"3,049",0:04:20,2
/product/country1/region2/resort11/skew1,201701,"1,004",513,310,"4,749",0:05:29,2
/product/country1/region2/resort11/skew1,201704,"1,085",579,455,"3,711",0:03:33,1
/product/country1/region2/resort11/skew1,201708,"1,130",Null,405,"4,384",0:03:28,2
/product/country1/region2/resort11/skew1,201706,"1,155",557,436,"4,112",0:03:31,1
/product/country1/region2/resort11/skew1,201707,"1,241",578,456,"4,517",0:03:26,0
/product/country1/region2/resort11/skew1,201705,"1,246",577,465,"4,760",0:03:39,0
/product/country1/region2/resort12/skew1,201708,817,292,386,"2,835",0:02:40,0
/product/country1/region2/resort12/skew1,201707,"1,060",346,402,"4,558",0:03:40,2
/product/country1/region2/resort13/skew1,201707,"1,050",388,346,"4,326",0:04:13,5
/product/country1/region2/resort13/skew2,201707,812,271,297,"3,305",0:03:38,4
/product/country1/region2/resort13/skew3,201707,"1,165",447,606,"3,728",0:02:59,4
/product/country1/region2/resort13/skew3,201708,"1,319",459,669,"4,405",0:03:06,3
/product/country1/region2/resort13/skew4,201705,954,414,395,"3,186",0:02:35,1
/product/country1/region2/resort14/skew1,201708,802,293,320,"3,665",0:03:45,1
/product/country1/region2/resort14/skew1,201707,"1,081",364,428,"5,200",0:04:06,6
/product/country1/region2/resort14/skew1,201706,"1,159",426,428,"5,586",0:04:08,3
/product/country1/region2/resort14/skew1,201705,"1,169",370,468,"5,459",0:04:29,8
/product/country1/region2/resort14/skew2,201701,970,422,349,"3,929",0:04:08,0
/product/country1/region2/resort15/skew1,201707,"1,026",362,267,"3,960",0:02:49,0
/product/country1/region2/resort16/skew1,201710,"1,243",Null,588,"5,034",0:03:30,4
/product/country1/region2/resort16/skew1,201702,"2,082",736,862,"10,181",0:05:17,22
/product/country1/region2/resort16/skew1,201709,"2,147",774,"1,010","8,738",0:03:44,4
/product/country1/region2/resort16/skew1,201703,"2,432",874,"1,047","10,604",0:04:34,13
/product/country1/region2/resort16/skew1,201701,"2,800","1,010","1,072","13,384",0:05:11,12
/product/country1/region2/resort16/skew1,201704,"3,140","1,257","1,520","12,120",0:03:54,8
/product/country1/region2/resort16/skew1,201708,"3,553","1,348","1,686","13,892",0:03:20,7
/product/country1/region2/resort16/skew1,201706,"3,763","1,387","1,673","14,337",0:03:39,10
/product/country1/region2/resort16/skew1,201705,"4,480","1,714","2,179","16,934",0:03:47,9
/product/country1/region2/resort16/skew1,201707,"4,512","1,676","2,134","17,010",0:03:25,7
/product/country1/region2/resort16/skew2,201707,926,387,366,"3,380",0:03:35,0
/product/country1/region2/resort16/skew2,201706,951,375,373,"3,386",0:03:36,0
/product/country1/region2/resort16/skew3,201705,"3,768","1,724",777,"17,559",0:03:41,5
/product/country1/region2/resort16/skew4,201708,789,460,238,"3,101",0:03:20,2
/product/country1/region2/resort17/skew1,201703,"1,157",480,360,"5,287",0:04:42,1
/product/country1/region2/resort17/skew1,201702,"1,247",504,408,"5,537",0:04:23,2
/product/country1/region2/resort17/skew1,201710,"1,415",518,472,"6,622",0:04:04,0
/product/country1/region2/resort17/skew1,201704,"1,418",620,482,"6,168",0:04:13,4
/product/country1/region2/resort17/skew1,201709,"1,635",592,543,"7,701",0:04:06,3
/product/country1/region2/resort17/skew1,201708,"2,382",855,740,"11,052",0:04:02,2
/product/country1/region2/resort17/skew1,201706,"2,488","1,015",806,"10,549",0:03:45,3
/product/country1/region2/resort17/skew1,201701,"2,764","1,093",776,"13,461",0:05:04,2
/product/country1/region2/resort17/skew1,201705,"2,803","1,200",845,"12,501",0:04:11,1
/product/country1/region2/resort17/skew1,201707,"3,007","1,176","1,004","13,622",0:04:00,10
/product/country1/region2/resort17/skew2,201701,"2,212","1,151",557,"11,856",0:04:39,2
/product/country1/region2/resort17/skew3,201710,"1,420",549,356,"5,879",0:02:54,0
/product/country1/region2/resort18/skew1,201707,"1,160",408,324,"4,246",0:02:34,0
/product/country1/region2/resort18/skew2,201703,"1,362",541,325,"7,191",0:05:16,4
/product/country1/region2/resort18/skew2,201710,"1,407",544,315,"8,076",0:04:48,8
/product/country1/region2/resort18/skew2,201702,"1,412",537,356,"7,173",0:04:58,1
/product/country1/region2/resort18/skew2,201704,"1,850",751,495,"9,583",0:04:49,3
/product/country1/region2/resort18/skew2,201709,"1,940",772,490,"11,349",0:04:40,5
/product/country1/region2/resort18/skew2,201705,"2,357",989,665,"10,913",0:04:13,3
/product/country1/region2/resort18/skew2,201706,"2,496",970,609,"12,505",0:04:52,2
/product/country1/region2/resort18/skew2,201708,"2,648","1,054",716,"13,372",0:04:18,5
/product/country1/region2/resort18/skew2,201701,"2,943","1,131",693,"16,922",0:05:48,7
/product/country1/region2/resort18/skew2,201707,"3,176","1,343",864,"15,054",0:04:08,2
/product/country1/region2/resort18/skew3,201708,967,416,275,"3,742",0:03:05,1
/product/country1/region2/resort18/skew3,201704,"1,349",648,615,"4,276",0:02:20,1
/product/country1/region2/resort19/skew1,201707,"1,013",388,282,"4,255",0:02:56,1
/product/country1/region2/resort19/skew1,201706,"1,252",459,405,"5,471",0:03:42,1
/product/country1/region2/resort2/skew1,201701,"1,027",282,470,"5,053",0:05:39,3
/product/country1/region2/resort3/skew1,201708,833,349,430,"2,666",0:02:44,0
/product/country1/region2/resort3/skew1,201707,855,323,362,"3,121",0:03:15,0
/product/country1/region2/resort4/skew1,201708,798,343,333,"3,431",0:04:04,0
/product/country1/region2/resort4/skew1,201707,"1,018",402,448,"4,418",0:04:05,0
/product/country1/region2/resort4/skew1,201706,"2,673","1,170",826,"10,772",0:03:09,1
/product/country1/region2/resort5/skew1,201709,888,329,355,"4,262",0:04:01,2
/product/country1/region2/resort5/skew1,201706,"1,020",348,400,"4,202",0:03:27,2
/product/country1/region2/resort5/skew1,201708,"1,029",Null,402,"4,342",0:03:31,4
/product/country1/region2/resort5/skew1,201705,"1,115",390,464,"4,493",0:03:38,1
/product/country1/region2/resort5/skew1,201701,"1,179",384,457,"5,812",0:05:15,5
/product/country1/region2/resort5/skew1,201707,"1,440",432,485,"6,365",0:04:02,0
/product/country1/region2/resort5/skew2,201702,"1,155",380,489,"5,544",0:04:46,7
/product/country1/region2/resort5/skew2,201701,"1,274",435,531,"6,345",0:05:38,4
/product/country1/region2/resort5/skew2,201709,"1,483",536,776,"5,576",0:03:28,2
/product/country1/region2/resort5/skew2,201703,"1,687",501,713,"8,216",0:05:06,8
/product/country1/region2/resort5/skew2,201704,"2,041",654,920,"8,940",0:04:22,13
/product/country1/region2/resort5/skew2,201708,"2,421",848,"1,171","9,248",0:03:37,3
/product/country1/region2/resort5/skew2,201706,"2,653",911,"1,245","10,692",0:03:50,10
/product/country1/region2/resort5/skew2,201705,"3,028","1,014","1,517","12,445",0:04:05,6
/product/country1/region2/resort5/skew2,201707,"3,762","1,198","1,710","15,876",0:04:01,19
/product/country1/region2/resort5/skew3,201701,"1,084",323,575,"4,325",0:04:45,9
/product/country1/region2/resort6/skew1,201709,"1,092",299,490,"4,838",0:03:58,2
/product/country1/region2/resort6/skew1,201702,"1,296",486,614,"5,430",0:04:24,1
/product/country1/region2/resort6/skew1,201705,"1,299",425,552,"5,871",0:04:37,5
/product/country1/region2/resort6/skew1,201704,"1,369",514,647,"5,668",0:04:09,6
/product/country1/region2/resort6/skew1,201703,"1,402",511,667,"5,566",0:03:51,3
/product/country1/region2/resort6/skew1,201706,"1,544",556,740,"5,975",0:03:36,8
/product/country1/region2/resort6/skew1,201708,"1,584",447,737,"6,352",0:03:26,3
/product/country1/region2/resort6/skew1,201707,"1,603",541,740,"6,556",0:03:45,6
/product/country1/region2/resort6/skew1,201701,"3,158","1,232","1,422","14,211",0:04:37,19
/product/country1/region2/resort7/skew1,201706,944,432,351,"3,125",0:03:03,2
/product/country1/region2/resort7/skew1,201707,"1,056",490,399,"3,654",0:03:25,2
/product/country1/region2/resort8/skew1,201704,880,359,420,"3,247",0:03:43,3
/product/country1/region2/resort8/skew1,201705,950,360,440,"3,867",0:04:17,3
/product/country1/region2/resort8/skew1,201706,950,368,422,"3,401",0:03:43,0
/product/country1/region2/resort8/skew1,201701,984,401,379,"3,906",0:04:33,4
