Landing Page,Month,Bounce rate,Avg session duration in mins,Percentage of new sessions,Conversion rate,New Users,Pages per visit,Sessions,Bounces,Pageviews,Transactions
/global/country8/region4,Feb,16.26%,3,50.86%,0.57%,1808,4.3,"3,555",574,"15,299",20
/global/country8/region4,Oct,16.87%,3,49.68%,0.56%,1589,4.28,"3,199",535,"13,699",18
/global/country8/region4,April,30.50%,4,45.27%,0.11%,426,4.36,941,287,"4,103",1
/global/country8/region4,Sept,18.04%,3,49.46%,0.52%,1390,4.32,"2,810",474,"12,119",14
/global/country8/region4,Jan,37.92%,3,48.96%,0.00%,470,4.13,960,364,"3,965",0
/global/country8/region4,June,39.06%,2,52.81%,0.00%,526,3.4,996,389,"3,386",0
/global/country8/region4,Aug,44.83%,3,57.55%,0.00%,579,3.39,"1,006",451,"3,410",0
/global/country8/region4,July,46.47%,3,56.61%,0.00%,737,3.4,"1,302",605,"4,427",0
/global/country8/region4,May,31.27%,3,49.81%,0.10%,516,3.95,"1,036",324,"4,092",1
/global/country8/region5,Oct,13.67%,4,45.16%,0.35%,2167,4.91,"4,798",656,"23,558",17
/global/country8/region5,Mar,21.41%,3,47.74%,0.34%,912,3.4,"1,911",374,"8,638",6
/global/country8/region5,June,14.88%,4,46.95%,0.43%,3462,4.65,"7,374","1,097","34,289",32
/global/country8/region5,Aug,12.60%,4,44.07%,0.32%,3726,4.89,"8,455","1,065","41,345",27
/global/country8/region5,Sept,12.21%,4,44.15%,0.49%,3065,4.92,"6,943",848,"34,160",34
/global/country8/region5,Jan,26.07%,4,51.30%,0.30%,5062,4.65,"9,867","2,572","45,882",30
/global/country8/region5,Feb,20.10%,4,48.32%,0.54%,2760,4.39,"5,712","1,148","25,076",31
/global/country8/region5,July,13.13%,4,45.53%,0.32%,4360,4.74,"9,576","1,257","45,390",31
/global/country8/region5,May,15.18%,4,47.16%,0.34%,3513,4.63,"7,449","1,131","34,489",25
/global/country8/region5,April,14.89%,4,48.23%,0.66%,3152,4.82,"6,536",973,"31,504",43
/global/country8/region6,Feb,23.93%,4,43.03%,0.13%,651,4.54,"1,513",362,"6,869",2
/global/country8/region6,Oct,17.00%,4,46.91%,0.40%,3306,4.69,"7,047","1,162","33,222",28
/global/country8/region6,Sept,17.97%,5,41.64%,0.19%,431,4.92,"1,035",186,"5,092",2
/global/country8/region6,May,17.81%,5,43.11%,0.20%,438,4.78,"1,016",181,"4,856",2
/global/country8/region6,Jan,22.76%,5,45.20%,0.10%,862,5.05,"1,907",434,"9,630",2
/global/country8/region6,Mar,22.02%,5,42.65%,0.17%,734,4.66,"1,721",379,"8,020",3
/global/country8/region6,Aug,15.76%,5,42.60%,0.16%,538,4.83,"1,263",199,"6,100",2
/global/country8/region6,April,21.91%,4,39.81%,0.21%,574,4.6,"1,442",316,"6,633",3
/global/country8/region6,June,17.22%,5,41.24%,0.00%,407,4.91,987,170,"4,846",0
/global/country8/region6,July,17.05%,5,42.62%,0.33%,520,5.23,"1,220",208,"6,381",4
/global/country9,Sept,13.93%,6,46.05%,0.23%,1428,6.27,"3,101",432,"19,443",7
/global/country9,June,15.50%,6,43.62%,0.21%,844,5.89,"1,935",300,"11,397",4
/global/country9,April,17.05%,6,47.05%,0.00%,789,6.31,"1,677",286,"10,582",0
/global/country9,Mar,16.62%,6,46.97%,0.14%,1040,6.55,"2,214",368,"14,502",3
/global/country9,Feb,15.09%,6,43.91%,0.21%,844,6.15,"1,922",290,"11,820",4
/global/country9,May,16.31%,6,42.54%,0.15%,832,6.36,"1,956",319,"12,440",3
/global/country9,Aug,13.34%,6,43.81%,0.20%,1307,6.27,"2,983",398,"18,703",6
/global/country9,Oct,12.73%,6,45.02%,0.09%,1492,6.35,"3,314",422,"21,044",3
/global/country9,Jan,16.98%,6,48.89%,0.13%,1143,6.57,"2,338",397,"15,361",3
/global/country9,July,13.05%,6,43.28%,0.09%,995,6.12,"2,299",300,"14,070",2
/global/country9/region1,June,8.65%,6,43.99%,0.06%,758,6.33,"1,723",149,"10,907",1
/global/country9/region1,Sept,7.22%,7,49.26%,0.26%,1118,6.5,"2,270",164,"14,759",6
/global/country9/region1,Mar,9.20%,7,44.26%,0.35%,755,6.49,"1,706",157,"11,072",6
/global/country9/region1,May,8.51%,6,42.00%,0.23%,735,6.55,"1,750",149,"11,463",4
/global/country9/region1,April,8.60%,6,47.00%,0.14%,667,6.32,"1,419",122,"8,968",2
/global/country9/region1,Jan,11.82%,8,42.16%,0.25%,503,7.14,"1,193",141,"8,518",3
/global/country9/region1,Oct,8.04%,6,47.61%,0.52%,1197,6.43,"2,514",202,"16,165",13
/global/country9/region1,Aug,8.99%,6,47.23%,0.31%,904,6.18,"1,914",172,"11,829",6
/global/country9/region1,Feb,11.71%,6,43.05%,0.32%,533,6.31,"1,238",145,"7,812",4
/global/country9/region1,July,8.68%,6,44.81%,0.05%,841,6.34,"1,877",163,"11,900",1
/global/country9/region2,June,40.25%,3,53.35%,0.16%,676,4.03,"1,267",510,"5,106",2
/global/country9/region2,April,39.35%,4,52.65%,0.09%,586,4.02,"1,113",438,"4,474",1
/global/country9/region2,May,40.13%,4,49.78%,0.18%,557,4.01,"1,119",449,"4,487",2
/global/country9/region2,July,36.01%,4,54.90%,0.00%,936,4.08,"1,705",614,"6,956",0
/global/country9/region2,Aug,35.37%,4,53.03%,0.15%,1051,4.16,"1,982",701,"8,245",3
/global/country9/region2,Sept,35.37%,4,51.95%,0.05%,1012,4.11,"1,948",689,"8,006",1
/global/country9/region2,Jan,14.76%,4,54.93%,0.08%,696,6.34,"1,267",187,"8,033",1
/global/country9/region2,Feb,12.04%,4,49.57%,0.00%,523,5.72,"1,055",127,"6,035",0
/global/country9/region2,Mar,36.09%,3,49.47%,0.00%,795,4.07,"1,607",580,"6,540",0
/global/country9/region2,Oct,36.12%,3,55.93%,0.05%,1118,3.96,"1,999",722,"7,916",1
/info,Mar,22.73%,5,56.11%,0.15%,39793,5.6,"70,922","16,121","397,163",106
/info,Jan,26.04%,4,59.48%,0.11%,70112,5.21,"117,876","30,695","614,134",133
/info,Feb,24.10%,5,56.36%,0.09%,42793,5.53,"75,926","18,298","419,871",71
/info,Sept,22.87%,4,56.18%,0.13%,31532,5.18,"56,127","12,836","290,738",74
/info,July,20.51%,5,52.57%,0.09%,44076,5.33,"83,837","17,195","446,851",78
/info,Aug,21.07%,5,54.58%,0.09%,38748,5.3,"70,991","14,958","376,252",67
/info,June,20.38%,5,52.23%,0.11%,39576,5.39,"75,776","15,443","408,433",80
/info,May,18.93%,5,52.37%,0.11%,42941,5.72,"81,997","15,522","469,023",87
/info,Oct,24.80%,4,57.16%,0.08%,26656,5,"46,635","11,565","233,175",36
/info,April,18.97%,5,52.94%,0.14%,40177,6.06,"75,887","14,396","459,875",104
/info/volume11,Jan,15.49%,7,54.80%,0.08%,30443,7.61,"55,548","8,604","422,720",47
/info/volume11,July,18.31%,6,54.18%,0.07%,16567,6.32,"30,578","5,599","193,253",22
/info/volume11,Oct,19.43%,6,57.93%,0.06%,7259,6.3,"12,530","2,435","78,939",7
/info/volume11,April,17.10%,6,55.22%,0.08%,14245,6.83,"25,795","4,411","176,180",21
/info/volume11,Mar,16.70%,7,56.26%,0.09%,12517,6.94,"22,250","3,716","154,415",20
/info/volume11,June,16.90%,6,53.01%,0.08%,15042,6.44,"28,374","4,795","182,729",24
/info/volume11,May,16.10%,6,54.84%,0.08%,15307,6.67,"27,912","4,494","186,173",21
/info/volume11,Sept,17.61%,6,56.51%,0.05%,7581,6.4,"13,415","2,362","85,856",7
/info/volume11,Feb,17.16%,7,54.93%,0.12%,16218,7.43,"29,523","5,066","219,356",34
/info/volume11,Aug,18.89%,5,56.27%,0.03%,12720,6.13,"22,606","4,270","138,575",7
/info/volume11/version1,Aug,24.07%,4,62.82%,0.04%,1480,4.97,"2,356",567,"11,709",1
/info/volume11/version1,June,22.15%,5,62.64%,0.00%,1425,5.52,"2,275",504,"12,558",0
/info/volume11/version1,Oct,25.42%,5,63.07%,0.16%,794,4.96,"1,259",320,"6,245",2
/info/volume11/version1,April,23.61%,5,63.12%,0.00%,1369,5.35,"2,169",512,"11,604",0
/info/volume11/version1,Jan,24.68%,5,62.11%,0.06%,1915,5.32,"3,083",761,"16,402",2
/info/volume11/version1,Mar,23.76%,5,61.15%,0.10%,1176,5.2,"1,923",457,"10,000",2
/info/volume11/version1,Feb,25.62%,5,62.00%,0.11%,1142,5.53,"1,842",472,"10,186",2
/info/volume11/version1,Sept,21.94%,5,61.00%,0.13%,923,5.21,"1,513",332,"7,883",2
/info/volume11/version1,July,22.08%,5,61.60%,0.00%,1495,5.3,"2,427",536,"12,863",0
/info/volume11/version1,May,24.40%,5,60.90%,0.04%,1355,5.06,"2,225",543,"11,259",1
/info/volume11/version2,Oct,27.61%,5,56.84%,0.03%,1890,4.95,"3,325",918,"16,459",1
/info/volume11/version2,July,20.52%,6,54.77%,0.09%,3625,5.98,"6,618","1,358","39,576",6
/info/volume11/version2,Feb,24.54%,6,55.03%,0.16%,2478,6.47,"4,503","1,105","29,134",7
/info/volume11/version2,June,19.36%,6,55.32%,0.04%,3100,6.06,"5,604","1,085","33,960",2
/info/volume11/version2,Sept,26.05%,5,57.23%,0.06%,2010,5.48,"3,512",915,"19,246",2
/info/volume11/version2,May,18.90%,6,54.23%,0.11%,2884,6.28,"5,318","1,005","33,397",6
/info/volume11/version2,Mar,19.83%,6,56.67%,0.13%,2709,6.42,"4,780",948,"30,688",6
/info/volume11/version2,Aug,25.95%,5,57.08%,0.09%,3035,5.43,"5,317","1,380","28,871",5
/info/volume11/version2,April,19.56%,6,55.18%,0.04%,2482,6.38,"4,498",880,"28,697",2
/info/volume11/version2,Jan,22.19%,6,55.71%,0.13%,4639,6.66,"8,327","1,848","55,458",11
/info/volume11/version3,June,30.54%,5,60.71%,0.00%,1785,5.32,"2,940",898,"15,641",0
/info/volume11/version3,Feb,31.59%,5,61.43%,0.00%,1997,5.41,"3,251","1,027","17,588",0
/info/volume11/version3,July,30.12%,5,61.75%,0.03%,2142,5.42,"3,469","1,045","18,802",1
/info/volume11/version3,Jan,31.44%,5,62.78%,0.04%,3550,5.54,"5,655","1,778","31,329",2
/info/volume11/version3,Sept,29.67%,4,64.90%,0.04%,1448,5.12,"2,231",662,"11,423",1
/info/volume11/version3,May,29.20%,5,63.86%,0.03%,1859,5.51,"2,911",850,"16,040",1
/info/volume11/version3,Aug,31.50%,4,63.61%,0.00%,2108,4.94,"3,314","1,044","16,371",0
/info/volume11/version3,Oct,31.77%,4,68.09%,0.10%,1419,4.86,"2,084",662,"10,128",2
/info/volume11/version3,April,30.77%,5,63.86%,0.00%,2009,5.64,"3,146",968,"17,743",0
/info/volume11/version3,Mar,30.42%,5,64.05%,0.00%,1878,5.58,"2,932",892,"16,361",0
/info/volume11/version4,Feb,24.96%,5,60.84%,0.00%,5090,5.49,"8,366","2,088","45,929",0
/info/volume11/version4,June,23.41%,5,61.58%,0.03%,4174,5.13,"6,778","1,587","34,771",2
/info/volume11/version4,Oct,26.35%,4,66.11%,0.03%,1929,5.07,"2,918",769,"14,794",1
/info/volume11/version4,Sept,25.11%,5,65.86%,0.13%,2500,5.11,"3,796",953,"19,398",5
/info/volume11/version4,Mar,24.07%,5,61.80%,0.01%,4529,5.44,"7,329","1,764","39,870",1
/info/volume11/version4,May,21.47%,5,60.67%,0.05%,4623,5.31,"7,620","1,636","40,462",4
/info/volume11/version4,July,25.09%,5,62.87%,0.04%,4749,5.2,"7,554","1,895","39,281",3
/info/volume11/version4,Jan,24.78%,5,64.12%,0.02%,8066,5.6,"12,580","3,117","70,448",2
/info/volume11/version4,Aug,28.12%,4,65.52%,0.02%,3786,4.98,"5,778","1,625","28,774",1
/info/volume11/version4,April,22.09%,5,61.18%,0.03%,4576,5.46,"7,479","1,652","40,835",2
/info/volume11/version5,Oct,18.69%,6,39.45%,0.09%,4567,6.54,"11,576","2,164","75,707",10
/info/volume11/version5,April,17.00%,6,37.39%,0.08%,8260,7.29,"22,091","3,755","161,043",17
/info/volume11/version5,May,16.68%,6,36.46%,0.07%,9791,6.77,"26,855","4,479","181,808",20
/info/volume11/version5,Sept,17.78%,6,39.13%,0.10%,6038,6.5,"15,429","2,743","100,289",15
/info/volume11/version5,July,17.31%,6,36.47%,0.09%,10340,6.69,"28,350","4,907","189,662",25
/info/volume11/version5,Jan,21.60%,6,38.71%,0.10%,14591,7.23,"37,689","8,141","272,491",37
/info/volume11/version5,Mar,16.41%,6,37.24%,0.11%,8057,7.27,"21,637","3,551","157,301",24
/info/volume11/version5,Feb,21.81%,6,35.88%,0.12%,7985,7.3,"22,254","4,854","162,454",26
/info/volume11/version5,June,17.58%,5,36.99%,0.09%,10400,6.41,"28,114","4,942","180,211",25
/info/volume11/version5,Aug,17.90%,5,38.77%,0.07%,9040,6.51,"23,316","4,174","151,787",17
/info/volume12,Oct,13.81%,5,52.67%,0.08%,1274,5.78,"2,419",334,"13,982",2
/info/volume12,May,10.49%,7,45.28%,0.24%,2465,7.16,"5,444",571,"38,979",13
/info/volume12,Jan,13.94%,5,47.89%,0.11%,883,6.23,"1,844",257,"11,488",2
/info/volume12,Sept,13.35%,6,47.94%,0.18%,1318,6.06,"2,749",367,"16,659",5
/info/volume12,Aug,11.71%,5,47.11%,0.14%,1972,6.08,"4,186",490,"25,451",6
/info/volume12,June,12.18%,6,43.51%,0.14%,2525,6.42,"5,803",707,"37,255",8
/info/volume12,Feb,13.75%,6,46.25%,0.08%,585,6.61,"1,265",174,"8,362",1
/info/volume12,April,12.71%,7,47.13%,0.30%,1428,7.15,"3,030",385,"21,665",9
/info/volume12,Mar,14.31%,6,41.29%,0.09%,3539,6.19,"8,572","1,395","54,921",8
/info/volume12,July,11.00%,6,45.04%,0.17%,2714,6.46,"6,026",663,"38,928",10
/info/volume13,Jan,21.12%,5,56.25%,0.12%,932,5.12,"1,657",350,"8,484",2
/info/volume13,Feb,18.30%,5,52.50%,0.08%,631,5.34,"1,202",220,"6,419",1
/info/volume13,June,14.94%,6,51.41%,0.31%,836,6.04,"1,626",243,"9,821",5
/info/volume13,Sept,15.16%,5,52.73%,0.20%,1064,5.74,"2,018",306,"11,583",4
/info/volume13,Oct,16.23%,5,55.52%,0.28%,804,5.21,"1,448",235,"7,544",4
/info/volume13,July,14.64%,6,51.65%,0.30%,1192,5.86,"2,308",338,"13,525",7
/info/volume13,May,14.07%,6,51.33%,0.07%,755,5.86,"1,471",207,"8,620",1
/info/volume13,Aug,15.05%,5,52.82%,0.11%,1407,5.64,"2,664",401,"15,025",3
/info/volume13,April,13.26%,6,49.62%,0.29%,520,6.4,"1,048",139,"6,707",3
/info/volume13,Mar,13.67%,6,55.18%,0.39%,565,5.95,"1,024",140,"6,093",4
/info/volume16,Jan,44.32%,4,55.43%,0.06%,5971,4.35,"10,773","4,775","46,863",6
/info/volume16,May,26.27%,5,45.36%,0.11%,4387,5.55,"9,671","2,541","53,674",11
/info/volume16,Aug,20.52%,5,51.92%,0.01%,3661,5.83,"7,051","1,447","41,107",1
/info/volume16,Feb,44.77%,3,51.11%,0.03%,3420,4.46,"6,692","2,996","29,846",2
/info/volume16,April,49.57%,3,54.05%,0.02%,4662,4.2,"8,626","4,276","36,229",2
/info/volume16,June,20.10%,5,42.26%,0.14%,1856,5.88,"4,392",883,"25,825",6
/info/volume16,Mar,35.24%,4,48.15%,0.05%,3020,5.07,"6,272","2,210","31,799",3
/info/volume16,Oct,22.55%,4,51.01%,0.08%,4803,5.53,"9,415","2,123","52,065",8
/info/volume16,July,20.21%,5,44.96%,0.09%,2434,5.62,"5,414","1,094","30,427",5
/info/volume16,Sept,20.65%,5,55.96%,0.07%,4971,5.65,"8,883","1,834","50,189",6
/info/volume19,Mar,36.72%,3,66.15%,0.41%,645,4.01,975,358,"3,910",4
/info/volume19,July,38.07%,3,63.80%,0.00%,853,3.94,"1,337",509,"5,268",0
/info/volume19,June,36.54%,3,62.12%,0.00%,743,3.98,"1,196",437,"4,760",0
/info/volume19,Sept,38.04%,3,67.22%,0.12%,562,3.7,836,318,"3,093",1
/info/volume19,May,36.17%,3,65.92%,0.16%,822,4.1,"1,247",451,"5,113",2
/info/volume19,Feb,44.90%,3,62.53%,0.22%,564,3.81,902,405,"3,437",2
/info/volume19,Oct,32.65%,4,54.29%,0.09%,1822,4.48,"3,356",837,"17,585",3
/info/volume19,April,33.47%,3,64.04%,0.00%,643,4.11,"1,004",336,"4,126",0
/info/volume19,Aug,38.39%,3,63.47%,0.20%,648,3.95,"1,021",392,"4,033",2
/info/volume19,Jan,47.24%,2,64.03%,0.05%,1239,3.47,"1,935",914,"6,714",1
/info/volume2,Sept,16.53%,5,45.62%,0.06%,3019,5.4,"6,618","1,094","35,737",4
/info/volume2,Aug,14.42%,5,45.19%,0.09%,4352,5.69,"9,631","1,389","54,800",9
/info/volume2,Mar,13.27%,6,44.87%,0.15%,3277,6.01,"7,304",969,"43,897",11
/info/volume2,July,14.07%,5,44.31%,0.13%,5654,5.71,"12,761","1,795","72,865",17
/info/volume2,Oct,19.50%,5,48.74%,0.08%,2494,5.32,"5,117",998,"27,222",4
/info/volume2,Feb,16.77%,6,43.76%,0.10%,2596,6.14,"5,933",995,"36,429",6
/info/volume2,April,13.67%,6,45.67%,0.08%,4251,6.07,"9,308","1,272","56,500",7
/info/volume2,May,13.19%,6,43.42%,0.13%,4960,5.97,"11,423","1,507","68,195",15
/info/volume2,Jan,15.72%,6,44.86%,0.11%,3267,5.97,"7,282","1,145","43,474",8
/info/volume2,June,14.18%,5,44.58%,0.09%,5220,5.62,"11,710","1,660","65,810",10
/info/volume20,Jan,34.15%,4,54.57%,0.07%,9015,5.03,"16,519","5,641","83,091",12
/info/volume20,Aug,33.71%,3,54.59%,0.02%,2580,4.26,"4,726","1,593","20,133",1
/info/volume20,Oct,34.13%,4,61.06%,0.03%,1943,4.47,"3,182","1,086","14,224",1
/info/volume20,April,19.31%,5,45.81%,0.10%,3848,5.51,"8,399","1,349","47,926",9
/info/volume20,June,30.51%,4,52.92%,0.09%,4474,4.84,"8,455","2,580","40,922",8
/info/volume20,Feb,35.53%,4,52.66%,0.11%,4152,4.92,"7,884","2,801","38,789",9
/info/volume20,Mar,33.02%,4,55.25%,0.16%,4272,4.84,"7,732","2,553","37,423",12
/info/volume20,Sept,33.05%,4,58.61%,0.12%,1954,4.48,"3,334","1,102","14,936",4
/info/volume20,May,31.07%,4,53.22%,0.06%,4108,4.89,"7,719","2,398","37,746",5
/info/volume20,July,31.72%,3,52.18%,0.13%,4435,4.64,"8,500","2,696","39,440",11
/info/volume21,April,37.43%,3,76.74%,0.00%,650,3.96,847,317,"3,354",0
/info/volume21,Mar,35.25%,4,74.24%,0.00%,634,4.39,854,301,"3,749",0
/info/volume21,Jan,38.47%,3,72.97%,0.00%,791,3.87,"1,084",417,"4,195",0
/info/volume21,Feb,33.10%,4,55.85%,0.11%,2742,4.65,"4,910","1,589","23,464",5
/info/volume21,Aug,36.12%,3,74.49%,0.19%,765,4.05,"1,027",371,"4,159",2
/info/volume21,Oct,34.36%,4,56.52%,0.11%,2261,4.42,"4,001","1,305","18,718",4
/info/volume21,May,36.35%,3,77.40%,0.00%,726,4.27,938,341,"4,005",0
/info/volume21,July,33.39%,3,74.46%,0.00%,825,4.23,"1,108",370,"4,687",0
/info/volume21,June,36.31%,3,73.49%,0.00%,765,4.12,"1,041",378,"4,289",0
/info/volume21,Sept,39.55%,3,75.06%,0.12%,632,3.77,842,333,"3,174",1
/info/volume22,Feb,29.53%,3,63.29%,0.07%,943,4.21,"1,490",440,"6,273",1
/info/volume22,Jan,27.88%,4,63.23%,0.04%,1465,4.49,"2,317",646,"10,403",1
/info/volume22,June,31.15%,3,64.45%,0.00%,1055,4.07,"1,637",510,"6,663",0
/info/volume22,July,32.59%,3,64.06%,0.00%,1203,4.12,"1,878",612,"7,737",0
/info/volume22,Oct,42.26%,2,71.54%,0.00%,1317,3.58,"1,841",778,"6,591",0
/info/volume22,May,25.12%,3,61.53%,0.00%,867,4.25,"1,409",354,"5,988",0
/info/volume22,Sept,31.67%,3,66.59%,0.07%,923,4.24,"1,386",439,"5,877",1
/info/volume22,April,26.07%,4,67.80%,0.00%,697,4.61,"1,028",268,"4,739",0
/info/volume22,Aug,28.21%,3,65.25%,0.00%,909,4.29,"1,393",393,"5,976",0
/info/volume22,Mar,24.34%,4,64.29%,0.11%,605,4.51,941,229,"4,244",1
/info/volume23,May,29.40%,3,47.62%,0.00%,400,4.82,840,247,"4,049",0
/info/volume23,Aug,34.47%,3,48.63%,0.00%,498,3.82,"1,024",353,"3,912",0
/info/volume23,April,32.81%,3,60.27%,0.00%,771,4.12,"1,279",433,"5,135",0
/info/volume23,July,34.52%,3,45.89%,0.00%,541,4.34,"1,179",407,"5,117",0
/info/volume23,Mar,29.60%,3,59.64%,0.00%,716,4.41,"1,200",356,"5,277",0
/info/volume23,June,29.21%,4,46.74%,0.00%,408,4.95,873,255,"4,321",0
/info/volume23,Sept,40.15%,3,55.08%,0.00%,439,3.74,797,320,"2,981",0
/info/volume23,Oct,36.69%,3,49.06%,0.10%,472,4.18,962,353,"4,021",1
/info/volume23,Jan,27.43%,4,48.73%,0.00%,421,5.59,864,237,"4,830",0
/info/volume23,Feb,32.06%,3,52.82%,0.00%,628,4.38,"1,190",381,"5,197",0
/info/volume24,Jan,27.11%,4,60.89%,0.03%,3623,5.16,"5,950","1,613","30,702",2
/info/volume24,Mar,23.06%,5,58.42%,0.02%,3607,5.53,"6,174","1,424","34,142",1
/info/volume24,July,23.31%,5,57.14%,0.05%,5434,5.16,"9,510","2,217","49,072",5
/info/volume24,Oct,31.58%,4,60.44%,0.05%,2498,4.48,"4,133","1,305","18,516",2
/info/volume24,Aug,25.02%,5,57.86%,0.04%,3864,5.11,"6,678","1,671","34,125",3
/info/volume24,Sept,28.50%,4,58.83%,0.09%,2737,4.74,"4,652","1,326","22,050",4
/info/volume24,Feb,26.85%,4,59.25%,0.00%,2686,5.19,"4,533","1,217","23,526",0
/info/volume24,May,21.46%,5,55.23%,0.06%,4755,5.43,"8,610","1,848","46,752",5
/info/volume24,April,22.70%,5,58.58%,0.03%,4246,5.78,"7,248","1,645","41,893",2
/info/volume24,June,22.66%,5,55.87%,0.06%,4346,5.22,"7,779","1,763","40,606",5
/info/volume25,April,36.77%,4,60.69%,0.05%,2469,4.75,"4,068","1,496","19,323",2
/info/volume25,Mar,37.09%,4,59.82%,0.05%,2479,4.77,"4,144","1,537","19,767",2
/info/volume25,Oct,47.78%,3,62.80%,0.04%,1609,3.56,"2,562","1,224","9,121",1
/info/volume25,May,36.46%,4,58.16%,0.07%,2592,4.65,"4,457","1,625","20,725",3
/info/volume25,July,38.69%,3,57.09%,0.03%,3267,4.29,"5,723","2,214","24,552",2
/info/volume25,Feb,42.39%,3,56.85%,0.03%,2021,4.36,"3,555","1,507","15,500",1
/info/volume25,Aug,42.03%,3,59.47%,0.00%,2537,3.95,"4,266","1,793","16,851",0
/info/volume25,Jan,41.65%,4,57.82%,0.07%,3222,4.54,"5,572","2,321","25,297",4
/info/volume25,Sept,42.78%,3,63.43%,0.04%,1769,3.99,"2,789","1,193","11,128",1
/info/volume25,June,37.04%,4,57.44%,0.06%,2841,4.42,"4,946","1,832","21,861",3
/info/volume26,July,16.88%,6,33.59%,0.28%,20412,6.62,"60,774","10,259","402,324",170
/info/volume26,Feb,29.65%,6,38.44%,0.27%,23411,5.81,"60,896","18,056","353,806",166
/info/volume26,June,16.85%,6,32.16%,0.25%,17808,6.62,"55,366","9,329","366,523",139
/info/volume26,Jan,28.93%,6,38.20%,0.42%,27509,5.99,"72,018","20,835","431,388",306
/info/volume26,Sept,9.77%,9,27.36%,0.71%,2134,8.42,"7,799",762,"65,668",55
/info/volume26,Oct,13.25%,8,25.97%,0.71%,1250,7.92,"4,814",638,"38,127",34
/info/volume26,Mar,19.75%,8,28.59%,0.55%,4140,7.89,"14,481","2,860","114,255",80
/info/volume26,Aug,11.29%,9,28.79%,0.53%,4180,8.63,"14,520","1,639","125,308",77
/info/volume26,April,14.10%,0,25.66%,0.70%,2544,9.01,"9,916","1,398","89,343",69
/info/volume26,May,19.59%,6,34.23%,0.25%,16913,6.65,"49,404","9,678","328,537",125
/info/volume27,Sept,17.66%,6,48.06%,0.17%,1935,5.73,"4,026",711,"23,069",7
/info/volume27,Jan,26.40%,6,50.00%,0.26%,5557,5.36,"11,115","2,934","59,576",29
/info/volume27,Aug,16.06%,6,45.74%,0.05%,2836,5.78,"6,200",996,"35,836",3
/info/volume27,Oct,18.74%,6,46.56%,0.13%,2100,5.62,"4,510",845,"25,346",6
/info/volume27,June,17.36%,6,44.35%,0.16%,3780,5.75,"8,523","1,480","49,007",14
/info/volume27,Mar,17.30%,6,48.73%,0.19%,2515,6.03,"5,161",893,"31,121",10
/info/volume27,July,16.81%,6,43.05%,0.15%,3796,5.77,"8,818","1,482","50,880",13
/info/volume27,Feb,25.92%,6,49.12%,0.18%,2970,5.32,"6,046","1,567","32,165",11
/info/volume27,May,17.81%,6,47.63%,0.18%,3865,5.95,"8,115","1,445","48,284",15
/info/volume27,April,18.27%,6,49.20%,0.20%,2963,6.11,"6,022","1,100","36,794",12
/info/volume28,July,25.37%,4,55.01%,0.06%,12349,5.11,"22,448","5,695","114,709",14
/info/volume28,Sept,24.85%,5,54.53%,0.09%,6054,5.31,"11,102","2,759","58,952",10
/info/volume28,Jan,36.02%,4,60.89%,0.13%,8459,4.6,"13,892","5,004","63,903",18
/info/volume28,Mar,26.62%,5,61.21%,0.09%,7929,5.39,"12,954","3,448","69,822",12
/info/volume28,Oct,24.22%,4,53.62%,0.11%,4936,5.17,"9,206","2,230","47,595",10
/info/volume28,April,26.85%,5,60.98%,0.11%,8702,5.46,"14,270","3,831","77,914",15
/info/volume28,Feb,33.06%,4,59.65%,0.08%,6745,4.99,"11,308","3,738","56,427",9
/info/volume28,June,26.61%,5,59.11%,0.10%,9883,5.14,"16,720","4,449","85,941",16
/info/volume28,May,25.76%,5,59.20%,0.11%,10513,5.23,"17,758","4,574","92,874",20
/info/volume28,Aug,24.77%,4,54.22%,0.06%,10527,5.22,"19,415","4,809","101,346",11
/info/volume29,Mar,28.59%,5,59.64%,0.11%,7786,5.19,"13,055","3,761","67,648",14
/info/volume29,June,19.37%,5,60.64%,0.15%,2376,5.04,"3,918",759,"19,747",6
/info/volume29,Feb,23.51%,4,59.44%,0.00%,910,4.87,"1,531",360,"7,456",0
/info/volume29,April,18.79%,5,61.99%,0.05%,1280,5.56,"2,065",388,"11,481",1
/info/volume29,Jan,20.75%,5,57.03%,0.00%,734,5.33,"1,287",267,"6,860",0
/info/volume29,Aug,20.06%,4,95.80%,0.11%,4508,5.13,"4,705",944,"24,137",5
/info/volume29,May,20.02%,5,62.58%,0.06%,1935,5.11,"3,092",619,"15,800",2
/info/volume29,July,19.62%,4,58.08%,0.02%,3004,4.93,"5,172","1,015","25,498",1
/info/volume29,Sept,20.55%,5,59.85%,0.20%,1826,5.04,"3,051",627,"15,377",6
/info/volume29,Oct,23.34%,4,62.40%,0.06%,1978,4.58,"3,170",740,"14,519",2
/info/volume32,May,16.70%,6,50.31%,0.12%,18634,6.29,"37,035","6,185","232,950",43
/info/volume32,July,16.53%,6,48.54%,0.10%,11813,6.15,"24,339","4,023","149,685",24
/info/volume32,Aug,15.72%,5,50.01%,0.09%,7012,5.91,"14,021","2,204","82,864",12
/info/volume32,Mar,18.60%,6,51.87%,0.11%,16736,6.17,"32,263","6,001","199,063",36
/info/volume32,Jan,25.30%,5,52.86%,0.11%,28942,5.75,"54,750","13,852","314,813",59
